WKT,Enplanements,Passengers,Magnetic_Variation,County_s_State_Post_Office_Code,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,State_Name,SHAPE_X,SHAPE_Y
"POINT (-90.1545833329164 35.8944444443238)",,,1,AR,Manila Muni,242.5,N,MXA,,Mississippi,W,,N,KMXA,Manila,Memphis,04/1944,Arkansas,-90.1545833329164,35.8944444443238
"POINT (-90.8099722219608 34.7827500001759)",,,,AR,Marianna/Lee County-Steve Edwards Field,219,,6M7,,Lee,E,,,,Marianna,Memphis,08/1973,Arkansas,-90.8099722219608,34.7827500001759
"POINT (-90.4000888890885 35.5330902775557)",,,2,AR,Marked Tree Muni,219,N,6M8,,Poinsett,E,,N,,Marked Tree,Memphis,03/1970,Arkansas,-90.4000888890885,35.5330902775557
"POINT (-92.6563333329876 35.8986944442408)",,,4,AR,Searcy County,963.6,,4A5,,Searcy,E,,,,Marshall,Memphis,05/1994,Arkansas,-92.6563333329876,35.8986944442408
"POINT (-91.0931666668451 35.2284166669014)",,,3,AR,Mc Crory/Morton,222,,7M0,,Woodruff,E,,,,Mc Crory,Memphis,06/1964,Arkansas,-91.0931666668451,35.2284166669014
"POINT (-91.3648405559771 33.6202211110858)",,,1,AR,Mc Gehee Muni,141,N,7M1,,Desha,E,,N,,Mc Gehee,Memphis,11/1966,Arkansas,-91.3648405559771,33.6202211110858
"POINT (-91.8301361114175 36.0709833336802)",,,1,AR,Melbourne Muni - John E Miller Field,735,,42A,,Izard,E,,,,Melbourne,Kansas City,01/1994,Arkansas,-91.8301361114175,36.0709833336802
"POINT (-94.2026388889451 34.5453888885911)",,,3,AR,Mena Intermountain Muni,1080,N,MEZ,,Polk,E,,N,KMEZ,Mena,Memphis,10/1948,Arkansas,-94.2026388889451,34.5453888885911
"POINT (-91.7510000002368 33.6385555558918)",,,1,AR,Monticello Muni/Ellis Field,267.8,N,LLQ,,Drew,E,,N,KLLQ,Monticello,Memphis,07/1947,Arkansas,-91.7510000002368,33.6385555558918
"POINT (-92.7134972218507 35.1361952780633)",,,4,AR,Morrilton Muni,321,,BDQ,,Conway,E,,,KBDQ,Morrilton,Memphis,05/1982,Arkansas,-92.7134972218507,35.1361952780633
"POINT (-92.9091944447247 35.1388333333082)",,,3,AR,Petit Jean Park,923,N,MPJ,,Conway,E,,N,KMPJ,Morrilton,Memphis,05/1955,Arkansas,-92.9091944447247,35.1388333333082
"POINT (-92.47052805529 36.3689419443345)",,,3,AR,Baxter County,928,N,BPK,,Baxter,E,,N,KBPK,Mountain Home,Kansas City,,Arkansas,-92.47052805529,36.3689419443345
"POINT (-92.0903386113893 35.8644802780996)",,,1,AR,Mountain View Wilcox Memorial Field,805,N,7M2,,Stone,E,,N,,Mountain View,Memphis,12/1959,Arkansas,-92.0903386113893,35.8644802780996
"POINT (-93.5294241664742 34.5290811111676)",,,5,AR,Bearce,644,N,7M3,,Montgomery,E,,N,,Mount Ida,Memphis,06/1964,Arkansas,-93.5294241664742,34.5290811111676
"POINT (-93.8380833334821 33.9971944445189)",,,2,AR,Howard County,553.1,N,M77,,Howard,E,,N,,Nashville,Memphis,03/1969,Arkansas,-93.8380833334821,33.9971944445189
"POINT (-91.1763888890632 35.6377222225391)",,,,AR,Newport Muni,239,N,M19,,Jackson,E,,N,,Newport,Memphis,12/1943,Arkansas,-91.1763888890632,35.6377222225391
"POINT (-92.2541388890412 34.8331388889284)",,,2,AR,North Little Rock Muni,545,N,ORK,,Pulaski,E,,N,KORK,North Little Rock,Memphis,02/1957,Arkansas,-92.2541388890412,34.8331388889284
"POINT (-90.0101202781054 35.6911463886932)",,,2,AR,Osceola Muni,234,N,7M4,,Mississippi,E,,N,,Osceola,Memphis,10/1965,Arkansas,-90.0101202781054,35.6911463886932
"POINT (-93.8393075000591 35.5106958331733)",,,4,AR,Ozark-Franklin County,648,N,7M5,,Franklin,E,,N,,Ozark,Memphis,04/1940,Arkansas,-93.8393075000591,35.5106958331733
"POINT (-90.5091944447594 36.0638055552225)",,,1,AR,Kirk Field,290,N,PGR,,Greene,E,,N,KPGR,Paragould,St Louis,07/1958,Arkansas,-90.5091944447594,36.0638055552225
"POINT (-93.6816777779417 35.2990222225027)",,,5,AR,Paris Muni,430,,7M6,,Logan,E,,,,Paris /Subiaco/,Memphis,,Arkansas,-93.6816777779417,35.2990222225027
"POINT (-90.166241666877 36.3782055556523)",,,2,AR,Piggott Muni,275,N,7M7,,Clay,E,,N,,Piggott,St Louis,11/1967,Arkansas,-90.166241666877,36.3782055556523
"POINT (-91.9356042223147 34.1745130552281)",,,2,AR,Grider Field,206,N,PBF,,Jefferson,E,,N,KPBF,Pine Bluff,Memphis,06/1941,Arkansas,-91.9356042223147,34.1745130552281
"POINT (-90.9552222225203 36.245499999821)",,,4,AR,Pocahontas Muni,273.3,N,M70,,Randolph,E,,N,,Pocahontas,St Louis,,Arkansas,-90.9552222225203,36.245499999821
"POINT (-93.3621666667558 33.8038888885496)",,,3,AR,Kizer Field,319,N,4F7,,Nevada,E,,N,,Prescott,Memphis,09/1967,Arkansas,-93.3621666667558,33.8038888885496
"POINT (-90.3195455553371 36.2500630553841)",,,2,AR,Rector,281,N,7M8,,Clay,E,,N,,Rector,St Louis,11/1973,Arkansas,-90.3195455553371,36.2500630553841
"POINT (-94.1069722224511 36.372416666802)",,,4,AR,Rogers Muni-Carter Field,1359,N,ROG,,Benton,E,,N,KROG,Rogers,Kansas City,05/1946,Arkansas,-94.1069722224511,36.372416666802
"POINT (-110.90905555549 33.0471944445612)",,,12,AZ,Kearny,1833,,E67,,Pinal,E,,,,Kearny,Phoenix,05/1962,Arizona,-110.90905555549,33.0471944445612
"POINT (-93.0932661113662 35.2591466664087)",,,3,AR,Russellville Rgnl,404,N,RUE,,Pope,E,,N,KRUE,Russellville,Memphis,09/1960,Arkansas,-93.0932661113662,35.2591466664087
"POINT (-91.8309547218814 36.3559080557973)",,,3,AR,Salem,787,N,7M9,,Fulton,E,,N,,Salem,Kansas City,11/1969,Arkansas,-91.8309547218814,36.3559080557973
"POINT (-91.7375394445935 35.210609722306)",,,2,AR,Searcy Muni,265,N,SRC,,White,E,,N,KSRC,Searcy,Memphis,04/1946,Arkansas,-91.7375394445935,35.210609722306
"POINT (-92.3513333329153 34.3275194445332)",,,4,AR,Sheridan Muni,235,,9M8,,Grant,E,,,,Sheridan,Memphis,05/1982,Arkansas,-92.3513333329153,34.3275194445332
"POINT (-91.9587500001262 34.4062222221412)",,,3,AR,Smith's Intl,218,,99A,,Jefferson,E,,,,Sherrill,Memphis,12/1991,Arkansas,-91.9587500001262,34.4062222221412
"POINT (-94.4900000003915 36.19186111087)",,,4,AR,Smith Field,1191,N,SLG,,Benton,E,,N,KSLG,Siloam Springs,Kansas City,03/1963,Arkansas,-94.4900000003915,36.19186111087
"POINT (-94.1192499995974 36.1763888886326)",,,4,AR,Springdale Muni,1353,N,ASG,,Washington,E,,N,KASG,Springdale,Kansas City,04/1944,Arkansas,-94.1192499995974,36.1763888886326
"POINT (-91.8611111111721 33.9264166669363)",,,4,AR,Star City Muni,398,,55M,,Lincoln,E,,,,Star City,Memphis,12/1980,Arkansas,-91.8611111111721,33.9264166669363
"POINT (-93.0543055558598 33.4431944441691)",,,4,AR,Wilson,230,N,4F8,,Ouachita,E,,N,,Stephens,Memphis,06/1967,Arkansas,-93.0543055558598,33.4431944441691
"POINT (-91.5750002776331 34.5994785277551)",,,2,AR,Stuttgart Muni,224,N,SGT,,Prairie,E,,N,KSGT,Stuttgart,Memphis,10/1943,Arkansas,-91.5750002776331,34.5994785277551
"POINT (-94.1088888886026 34.8760000000299)",,,5,AR,Waldron Muni,705,N,M27,,Scott,E,,N,,Waldron,Memphis,12/1970,Arkansas,-94.1088888886026,34.8760000000299
"POINT (-90.9251111110149 36.1246666664142)",,,1,AR,Walnut Ridge Rgnl,279,N,ARG,,Lawrence,E,,N,KARG,Walnut Ridge,Memphis,10/1943,Arkansas,-90.9251111110149,36.1246666664142
"POINT (-92.0853886112045 33.5604433330493)",,,4,AR,Warren Muni,235,N,3M9,,Bradley,E,,N,,Warren,Memphis,11/1964,Arkansas,-92.0853886112045,33.5604433330493
"POINT (-90.9136722220034 35.5902722225856)",,,3,AR,Sally Wofford,245,,8M2,,Poinsett,E,,,,Weiner,Memphis,09/1945,Arkansas,-90.9136722220034,35.5902722225856
"POINT (-90.2344463886728 35.1350586110161)",,,1,AR,West Memphis Muni,212,N,AWM,,Crittenden,E,,N,KAWM,West Memphis,Memphis,02/1964,Arkansas,-90.2344463886728,35.1350586110161
"POINT (-90.761551111142 35.2316016664547)",,,3,AR,Wynne Muni,370,N,M65,,Cross,E,,N,,Wynne,Memphis,05/1965,Arkansas,-90.761551111142,35.2316016664547
"POINT (-169.423549305704 -14.2161096944997)",,,12,AS,Fitiuta,110,,FAQ,,American Samoa,E,,,NSFQ,Fitiuta Village,Gnc 20,10/1990,American Samoa,-169.423549305704,-14.2161096944997
"POINT (-169.670023611366 -14.1843505557821)",,,12,AS,Ofu,9,N,Z08,,American Samoa,E,,N,NSAS,Ofu Village,Gnc 20,01/1975,American Samoa,-169.670023611366,-14.1843505557821
"POINT (-112.8614166663 32.4528888892116)",,,9,AZ,Eric Marcus Muni,1458,N,P01,,Pima,E,,N,,Ajo,Phoenix,,Arizona,-112.8614166663,32.4528888892116
"POINT (-113.17019500022 34.5958527775107)",,,13,AZ,Bagdad,4183,N,E51,,Yavapai,E,,N,,Bagdad,Phoenix,06/1950,Arizona,-113.17019500022,34.5958527775107
"POINT (-110.357972222617 31.9994444447042)",,,12,AZ,Benson Muni,3831,,E95,,Cochise,E,,,,Benson,Phoenix,11/1999,Arizona,-110.357972222617,31.9994444447042
"POINT (-109.883128611464 31.3639902775112)",,,12,AZ,Bisbee Muni,4780,N,P04,,Cochise,E,,N,,Bisbee,Phoenix,05/1954,Arizona,-109.883128611464,31.3639902775112
"POINT (-112.686180833285 33.4204166666051)",,,13,AZ,Buckeye Muni,1033,N,BXK,,Maricopa,E,,N,KBXK,Buckeye,Phoenix,,Arizona,-112.686180833285,33.4204166666051
"POINT (-114.565027777423 35.0056388885459)",,,14,AZ,Sun Valley,725,,A20,,Mohave,E,,,,Bullhead City,Phoenix,,Arizona,-114.565027777423,35.0056388885459
"POINT (-114.616638888461 34.8881666667446)",,,13,AZ,Eagle Airpark,485,,A09,,Mohave,E,,,,Bullhead City,Phoenix,04/1993,Arizona,-114.616638888461,34.8881666667446
"POINT (-111.766833332944 32.954888888653)",,,12,AZ,Casa Grande Muni,1464,N,CGZ,,Pinal,E,,N,KCGZ,Casa Grande,Phoenix,,Arizona,-111.766833332944,32.954888888653
"POINT (-111.915436805545 33.2988762501388)",,,13,AZ,Stellar Airpark,1177,N,P19,,Maricopa,E,,N,,Chandler,Phoenix,,Arizona,-111.915436805545,33.2988762501388
"POINT (-111.81111111094 33.2691111111529)",,,12,AZ,Chandler Muni,1243,N,CHD,,Maricopa,E,,N,KCHD,Chandler,Phoenix,,Arizona,-111.81111111094,33.2691111111529
"POINT (-109.57547222213 36.1093055553245)",,,11,AZ,Chinle Muni,5550,,E91,,Apache,E,,,,Chinle,Denver,08/1999,Arizona,-109.57547222213,36.1093055553245
"POINT (-110.44416666648 34.0033333330142)",,,12,AZ,Cibecue,5037,,Z95,,Navajo,E,,,,Cibecue,Phoenix,10/2000,Arizona,-110.44416666648,34.0033333330142
"POINT (-109.211162305592 32.9570386387149)",,,10,AZ,Greenlee County,3798,N,CFT,,Greenlee,E,,N,KCFT,Clifton/Morenci,Phoenix,,Arizona,-109.211162305592,32.9570386387149
"POINT (-113.01388888908 36.9599444440933)",,,13,AZ,Colorado City Muni,4874,,AZC,,Mohave,E,,,KAZC,Colorado City,Las Vegas,,Arizona,-113.01388888908,36.9599444440933
"POINT (-111.42647336067 32.936023333158)",,,12,AZ,Coolidge Muni,1576.1,N,P08,,Pinal,E,,N,,Coolidge,Phoenix,,Arizona,-111.42647336067,32.936023333158
"POINT (-112.035138889205 34.7300555558154)",,,13,AZ,Cottonwood,3560,N,P52,,Yavapai,E,,N,,Cottonwood,Phoenix,02/1943,Arizona,-112.035138889205,34.7300555558154
"POINT (-109.506454444154 31.3426027774953)",,,12,AZ,Douglas Muni,4173,N,DGL,,Cochise,E,,Y,KDGL,Douglas,Phoenix,04/1940,Arizona,-109.506454444154,31.3426027774953
"POINT (-109.690361110939 31.3710833329831)",,,12,AZ,Cochise College,4124,,P03,,Cochise,E,,,,Douglas,Phoenix,08/1973,Arizona,-109.690361110939,31.3710833329831
"POINT (-109.603749999701 31.4689444447534)",,,12,AZ,Bisbee Douglas Intl,4150,N,DUG,,Cochise,E,,Y,KDUG,Douglas Bisbee,Phoenix,09/1942,Arizona,-109.603749999701,31.4689444447534
"POINT (-111.586626277944 32.8067218055751)",,,12,AZ,Eloy Muni,1511.2,N,E60,,Pinal,E,,N,,Eloy,Phoenix,02/1969,Arizona,-111.586626277944,32.8067218055751
"POINT (-110.344388888834 31.58847222216)",,,10,AZ,Sierra Vista Muni-Libby Aaf,4719,N,FHU,,Cochise,E,,N,KFHU,Fort Huachuca Sierra Vista,Phoenix,11/1972,Arizona,-110.344388888834,31.58847222216
"POINT (-112.673637499767 32.9601694443148)",,,13,AZ,Gila Bend Muni,789,N,E63,,Maricopa,E,,N,,Gila Bend,Phoenix,01/1966,Arizona,-112.673637499767,32.9601694443148
"POINT (-112.295138889149 33.5269166664745)",,,12,AZ,Glendale Muni,1071,,GEU,,Maricopa,E,,,KGEU,Glendale,Phoenix,06/1986,Arizona,-112.295138889149,33.5269166664745
"POINT (-110.667361110894 33.353138888738)",,,12,AZ,San Carlos Apache,3261,N,P13,,Gila,E,,N,,Globe,Phoenix,03/1941,Arizona,-110.667361110894,33.353138888738
"POINT (-112.375352777448 33.4232861110129)",,,13,AZ,Phoenix Goodyear,971,N,GYR,,Maricopa,E,,N,KGYR,Goodyear,Phoenix,,Arizona,-112.375352777448,33.4232861110129
"POINT (-112.148054166758 35.6506458330145)",,,13,AZ,Valle,5999,,40G,,Coconino,E,,,,Grand Canyon,Phoenix,12/1992,Arizona,-112.148054166758,35.6506458330145
"POINT (-110.138499999686 34.9407222225089)",,,12,AZ,Holbrook Muni,5262,N,P14,,Navajo,E,,N,,Holbrook,Phoenix,03/1943,Arizona,-110.138499999686,34.9407222225089
"POINT (-110.228444444532 36.7164444443636)",,,13,AZ,Kayenta,5688,N,0V7,,Navajo,E,,N,,Kayenta,Denver,07/1958,Arizona,-110.228444444532,36.7164444443636
"POINT (-113.938055555374 35.2594722219434)",392,2487,12,AZ,Kingman,3449,N,IGM,539,Mohave,E,567,N,KIGM,Kingman,Phoenix,09/1943,Arizona,-113.938055555374,35.2594722219434
"POINT (-114.358277777616 34.5711111110415)",,,13,AZ,Lake Havasu City,783,,HII,,Mohave,E,,,KHII,Lake Havasu City,Phoenix,05/1991,Arizona,-114.358277777616,34.5711111110415
"POINT (-111.32533333371 32.5098333331765)",,,12,AZ,Pinal Airpark,1893,N,MZJ,,Pinal,E,,N,KMZJ,Marana,Phoenix,03/1943,Arizona,-111.32533333371,32.5098333331765
"POINT (-111.644444444862 36.8108055556578)",,,13,AZ,Marble Canyon,3603,N,L41,,Coconino,E,,N,,Marble Canyon,Las Vegas,06/1948,Arizona,-111.644444444862,36.8108055556578
"POINT (-114.046722222045 36.0932222221727)",,,14,AZ,Pearce Ferry,2941,,L25,,Mohave,E,,,,Meadview,Las Vegas,10/1980,Arizona,-114.046722222045,36.0932222221727
"POINT (-111.728333332904 33.4608333331962)",,,12,AZ,Falcon Fld,1394,N,FFZ,,Maricopa,E,,N,KFFZ,Mesa,Phoenix,12/1941,Arizona,-111.728333332904,33.4608333331962
"POINT (-110.847888888705 31.4177222225485)",,,12,AZ,Nogales Intl,3955,N,OLS,,Santa Cruz,E,,Y,KOLS,Nogales,Phoenix,04/1940,Arizona,-110.847888888705,31.4177222225485
"POINT (-114.267833333178 34.1498333333023)",,,14,AZ,Avi Suquilla,458,N,P20,,La Paz,E,,N,,Parker,Phoenix,04/1940,Arizona,-114.267833333178,34.1498333333023
"POINT (-111.339255833615 34.2568363887354)",,,12,AZ,Payson,5157,N,PAN,,Gila,E,,N,KPAN,Payson,Phoenix,05/1964,Arizona,-111.339255833615,34.2568363887354
"POINT (-113.816922221904 35.9861125001572)",284,284,14,AZ,Grand Canyon West,4813.4,,1G4,43,Mohave,E,761,,,Peach Springs,Las Vegas,10/1988,Arizona,-113.816922221904,35.9861125001572
"POINT (-113.247416666783 35.5270000002587)",,,13,AZ,Grand Canyon Caverns,5386,,L37,,Coconino,E,,,,Peach Springs,Phoenix,05/1974,Arizona,-113.247416666783,35.5270000002587
"POINT (-112.250715277751 33.8005911114706)",,,13,AZ,Pleasant Valley,1580,,P48,,Maricopa,E,,,,Peoria,Phoenix,11/1977,Arizona,-112.250715277751,33.8005911114706
"POINT (-112.082555555976 33.6883055555956)",,,12,AZ,Phoenix Deer Valley,1478.1,N,DVT,,Maricopa,E,,N,KDVT,Phoenix,Phoenix,09/1959,Arizona,-112.082555555976,33.6883055555956
"POINT (-111.918901389305 32.9905486112505)",,,12,AZ,Ak-Chin Rgnl,1306,,A39,,Pinal,E,,,,Maricopa,Phoenix,05/1999,Arizona,-111.918901389305,32.9905486112505
"POINT (-111.655472222579 33.3078333335479)",,,13,AZ,Phoenix-Mesa Gateway,1383.9,N,IWA,,Maricopa,E,,N,KIWA,Phoenix,Phoenix,12/1993,Arizona,-111.655472222579,33.3078333335479
"POINT (-109.881748055383 32.8478433332392)",,,12,AZ,Flying J Ranch,3114,,E37,,Graham,E,,,,Pima,Phoenix,04/1977,Arizona,-109.881748055383,32.8478433332392
"POINT (-110.42338888908 35.7916111110026)",,,13,AZ,Polacca,5573,N,P10,,Navajo,E,,N,,Polacca,Denver,07/1948,Arizona,-110.42338888908,35.7916111110026
"POINT (-109.635083332931 32.8533333333227)",,,12,AZ,Safford Rgnl,3179,N,SAD,,Graham,E,,N,KSAD,Safford,Phoenix,07/1942,Arizona,-109.635083332931,32.8533333333227
"POINT (-109.378749999957 34.5185555557133)",,,12,AZ,St Johns Industrial Air Park,5736.5,N,SJN,,Apache,E,,N,KSJN,St Johns,Phoenix,04/1940,Arizona,-109.378749999957,34.5185555557133
"POINT (-114.698388888709 32.5163055558387)",,,13,AZ,Rolle Airfield,163,,44A,,Yuma,E,,,,San Luis,Phoenix,10/1985,Arizona,-114.698388888709,32.5163055558387
"POINT (-110.647287666575 32.6364402777929)",,,12,AZ,San Manuel,3271.8,N,E77,,Pinal,E,,N,,San Manuel,Phoenix,,Arizona,-110.647287666575,32.6364402777929
"POINT (-111.91052777752 33.622888889015)",,,12,AZ,Scottsdale,1510,N,SDL,,Maricopa,E,,N,KSDL,Scottsdale,Phoenix,03/1943,Arizona,-111.91052777752,33.622888889015
"POINT (-111.788444444196 34.8485833330694)",,,13,AZ,Sedona,4830,N,SEZ,,Yavapai,E,,N,KSEZ,Sedona,Phoenix,05/1956,Arizona,-111.788444444196,34.8485833330694
"POINT (-112.88625000034 35.3349166664713)",,,13,AZ,Seligman,5235,N,P23,,Yavapai,E,,N,,Seligman,Phoenix,03/1961,Arizona,-112.88625000034,35.3349166664713
"POINT (-111.894250000043 31.9325833334986)",,,12,AZ,Sells,2409,N,E78,,Pima,E,,N,,Sells,Phoenix,04/1940,Arizona,-111.894250000043,31.9325833334986
"POINT (-110.005666666596 34.2654722223761)",1899,2853,13,AZ,Show Low Rgnl,6415,N,SOW,578,Navajo,E,578,N,KSOW,Show Low,Phoenix,12/1946,Arizona,-110.005666666596,34.2654722223761
"POINT (-109.310861111442 34.1294166667283)",,,12,AZ,Springerville Muni,7055,N,D68,,Apache,E,,N,,Springerville,Phoenix,,Arizona,-109.310861111442,34.1294166667283
"POINT (-111.12706500044 33.2778338887532)",,,12,AZ,Superior Muni,2646,N,E81,,Pinal,E,,N,,Superior,Phoenix,04/1945,Arizona,-111.12706500044,33.2778338887532
"POINT (-110.115027777693 34.4527222224768)",,,12,AZ,Taylor,5823,N,TYL,,Navajo,E,,N,KTYL,Taylor,Phoenix,06/1976,Arizona,-110.115027777693,34.4527222224768
"POINT (-114.334916666445 36.0204444441468)",,,14,AZ,Temple Bar,1549,N,U30,,Mohave,E,,N,,Temple Bar,Las Vegas,08/1961,Arizona,-114.334916666445,36.0204444441468
"POINT (-110.021527777596 31.6713055552313)",,,12,AZ,Tombstone Muni,4743,N,P29,,Cochise,E,,N,,Tombstone,Phoenix,08/1948,Arizona,-110.021527777596,31.6713055552313
"POINT (-111.38308333377 36.0926388886255)",,,13,AZ,Tuba City,4513,,T03,,Coconino,E,,,,Tuba City,Las Vegas,08/1992,Arizona,-111.38308333377,36.0926388886255
"POINT (-111.218388889254 32.4095555553666)",,,12,AZ,Marana Rgnl,2031,N,AVQ,,Pima,E,,N,KAVQ,Marana,Phoenix,,Arizona,-111.218388889254,32.4095555553666
"POINT (-111.174583333144 32.1422222221067)",,,12,AZ,Ryan Field,2418.9,N,RYN,,Pima,E,,N,KRYN,Tucson,Phoenix,03/1943,Arizona,-111.174583333144,32.1422222221067
"POINT (-109.985743611035 33.8106083330838)",,,12,AZ,Whiteriver,5153,N,E24,,Navajo,E,,N,,Whiteriver,Phoenix,04/1940,Arizona,-109.985743611035,33.8106083330838
"POINT (-113.230888889061 36.2564999999127)",,,14,AZ,Grand Canyon Bar Ten Airstrip,4100,,1Z1,,Mohave,E,,,,Whitmore,Las Vegas,11/1986,Arizona,-113.230888889061,36.2564999999127
"POINT (-112.795089805232 33.9706293335962)",,,13,AZ,Wickenburg Muni,2378.6,N,E25,,Maricopa,E,,N,,Wickenburg,Phoenix,05/1969,Arizona,-112.795089805232,33.9706293335962
"POINT (-109.894638888693 32.2454166664894)",,,11,AZ,Cochise County,4187.3,N,P33,,Cochise,E,,N,,Willcox,Phoenix,03/1945,Arizona,-109.894638888693,32.2454166664894
"POINT (-112.194361111421 35.3054999997456)",,,13,AZ,H.A. Clark Memorial Field,6691,N,CMR,,Coconino,E,,N,KCMR,Williams,Phoenix,11/1942,Arizona,-112.194361111421,35.3054999997456
"POINT (-109.067388889221 35.6520555554982)",,,13,AZ,Window Rock,6742,N,RQE,,Apache,E,,N,KRQE,Window Rock,Denver,04/1944,Arizona,-109.067388889221,35.6520555554982
"POINT (-110.722916666852 35.0216944446765)",,,14,AZ,Winslow-Lindbergh Rgnl,4941,N,INW,,Navajo,E,,N,KINW,Winslow,Phoenix,04/1940,Arizona,-110.722916666852,35.0216944446765
"POINT (-114.60597222181 32.6565833330559)",,,13,AZ,Yuma Mcas/Yuma Intl,213,N,NYL,,Yuma,E,,Y,KNYL,Yuma,Phoenix,04/1940,Arizona,-114.60597222181,32.6565833330559
"POINT (-120.954388888685 41.1865000000418)",,,17,CA,Adin,4229,,A26,,Modoc,E,,,,Adin,Klamath Falls,06/1950,California,-120.954388888685,41.1865000000418
"POINT (-116.294722222016 32.9556944441762)",,,13,CA,Agua Caliente Springs,1220,N,L54,,San Diego,E,,N,,Agua Caliente Springs,Los Angeles,07/1960,California,-116.294722222016,32.9556944441762
"POINT (-118.31464444406 34.502569444311)",,,14,CA,Agua Dulce,2660,N,L70,,Los Angeles,E,,N,,Agua Dulce,Los Angeles,10/1958,California,-118.31464444406,34.502569444311
"POINT (-120.565388888852 41.4829722219314)",,,16,CA,Alturas Muni,4378,,AAT,,Modoc,E,,,KAAT,Alturas,Klamath Falls,10/1941,California,-120.565388888852,41.4829722219314
"POINT (-120.684055555451 41.4121944444305)",,,17,CA,California Pines,4398,,A24,,Modoc,E,,,,Alturas,Klamath Falls,01/1970,California,-120.684055555451,41.4121944444305
"POINT (-122.435472222117 38.5800277777786)",,,16,CA,Angwin-Parrett Field,1848,N,2O3,,Napa,E,,N,,Angwin,San Francisco,03/1961,California,-122.435472222117,38.5800277777786
"POINT (-117.18619444483 34.5753333332034)",,,14,CA,Apple Valley,3062,N,APV,,San Bernardino,E,,N,KAPV,Apple Valley,Los Angeles,02/1970,California,-117.18619444483,34.5753333332034
"POINT (-121.081722222668 38.9548055556014)",,,16,CA,Auburn Muni,1539,N,AUN,,Placer,E,,N,KAUN,Auburn,San Francisco,05/1941,California,-121.081722222668,38.9548055556014
"POINT (-118.415769444002 33.4049972220707)",,,14,CA,Catalina,1602,N,AVX,,Los Angeles,E,,N,KAVX,Avalon,Los Angeles,06/1941,California,-118.415769444002,33.4049972220707
"POINT (-116.0813611113 35.286277777985)",,,14,CA,Baker,922,N,0O2,,San Bernardino,E,,N,,Baker,Los Angeles,01/1963,California,-116.0813611113,35.286277777985
"POINT (-118.996027777378 35.3248611108535)",,,14,CA,Bakersfield Muni,378,N,L45,,Kern,E,,N,,Bakersfield,Los Angeles,06/1947,California,-118.996027777378,35.3248611108535
"POINT (-116.850972222431 33.9225555554684)",,,14,CA,Banning Muni,2222,N,BNG,,Riverside,E,,N,KBNG,Banning,Los Angeles,04/1940,California,-116.850972222431,33.9225555554684
"POINT (-120.352805555679 39.8185277778177)",,,14,CA,Nervino,4900,N,O02,,Plumas,E,,N,,Beckwourth,San Francisco,04/1940,California,-120.352805555679,39.8185277778177
"POINT (-121.123972221895 41.139555555575)",,,17,CA,Southard Field,4158,N,O55,,Lassen,E,,N,,Bieber,Klamath Falls,09/1946,California,-121.123972221895,41.139555555575
"POINT (-116.856027777357 34.263777777473)",,,14,CA,Big Bear City,6752,N,L35,,San Bernardino,E,,N,,Big Bear City,Los Angeles,03/1943,California,-116.856027777357,34.263777777473
"POINT (-118.363611110734 37.3731111108505)",,,15,CA,Eastern Sierra Rgnl,4124,N,BIH,,Inyo,E,,N,KBIH,Bishop,San Francisco,04/1940,California,-118.363611110734,37.3731111108505
"POINT (-114.716888888892 33.6191666670201)",,,13,CA,Blythe,399.6,N,BLH,,Riverside,E,,N,KBLH,Blythe,Phoenix,04/1940,California,-114.716888888892,33.6191666670201
"POINT (-123.381553250241 39.0139528057923)",,,17,CA,Boonville,365,N,D83,,Mendocino,E,,N,,Boonville,San Francisco,08/1962,California,-123.381553250241,39.0139528057923
"POINT (-116.320972222615 33.2590277780982)",,,13,CA,Borrego Valley,520,N,L08,,San Diego,E,,N,,Borrego Springs,Los Angeles,04/1947,California,-116.320972222615,33.2590277780982
"POINT (-115.516888888581 32.992944444123)",,,13,CA,Brawley Muni,-128,N,BWC,,Imperial,E,,N,KBWC,Brawley,Los Angeles,04/1940,California,-115.516888888581,32.992944444123
"POINT (-119.222722222531 38.2641388886768)",,,16,CA,Bryant Field,6472,N,O57,,Mono,E,,N,,Bridgeport,San Francisco,07/1944,California,-119.222722222531,38.2641388886768
"POINT (-121.291638888954 39.4552222222833)",,,16,CA,Brownsville,2120,,F25,,Yuba,E,,,,Brownsville,San Francisco,08/1965,California,-121.291638888954,39.4552222222833
"POINT (-119.479722222226 35.353444444271)",,,15,CA,Elk Hills-Buttonwillow,326,N,L62,,Kern,E,,N,,Buttonwillow,Los Angeles,12/1970,California,-119.479722222226,35.353444444271
"POINT (-121.625833333565 37.8284444446966)",,,15,CA,Byron,79,,C83,,Contra Costa,E,,,,Byron,San Francisco,11/1994,California,-121.625833333565,37.8284444446966
"POINT (-115.517583333008 32.667444444202)",,,13,CA,Calexico Intl,5.7,N,CXL,,Imperial,E,,Y,KCXL,Calexico,Los Angeles,10/1947,California,-115.517583333008,32.667444444202
